line_id,period,metric,value
48,2022-Q1,price_index,118.848000
39,2022-Q1,price_index,123.891000
49,2022-Q1,price_index,92.635000
50,2022-Q1,price_index,92.256000
51,2022-Q1,price_index,96.288000
52,2022-Q1,price_index,93.348000
53,2022-Q1,price_index,90.275000
55,2022-Q1,price_index,117.389000
56,2022-Q1,price_index,122.700000
57,2022-Q1,price_index,127.572000
58,2022-Q1,price_index,106.153000
59,2022-Q1,price_index,152.293000
60,2022-Q1,price_index,112.532000
61,2022-Q1,price_index,112.607000
64,2022-Q1,price_index,111.527000
66,2022-Q1,price_index,100.591000
67,2022-Q1,price_index,122.793000
69,2022-Q1,price_index,102.807000
68,2022-Q1,price_index,81.665000
70,2022-Q1,price_index,92.373000
71,2022-Q1,price_index,109.944000
72,2022-Q1,price_index,109.137000
73,2022-Q1,price_index,118.470000
74,2022-Q1,price_index,109.996000
75,2022-Q1,price_index,112.295000
76,2022-Q1,price_index,109.619000
77,2022-Q1,price_index,106.477000
78,2022-Q1,price_index,111.058000
79,2022-Q1,price_index,115.970000
80,2022-Q1,price_index,114.794000
81,2022-Q1,price_index,121.151000
82,2022-Q1,price_index,113.195000
83,2022-Q1,price_index,109.161000
84,2022-Q1,price_index,119.111000
85,2022-Q1,price_index,123.798000
86,2022-Q1,price_index,118.946000
87,2022-Q1,price_index,125.639000
88,2022-Q1,price_index,121.161000
54,2022-Q1,price_index,114.316000
1,2022-Q1,price_index,115.162000
65,2022-Q1,price_index,101.490000
2,2022-Q1,price_index,115.173000
3,2022-Q2,price_index,157.223000
4,2022-Q2,price_index,171.004000
5,2022-Q2,price_index,110.865000
6,2022-Q2,price_index,215.519000
7,2022-Q2,price_index,294.105000
8,2022-Q2,price_index,147.728000
9,2022-Q2,price_index,81.655000
10,2022-Q2,price_index,137.203000
11,2022-Q2,price_index,129.728000
26,2022-Q2,price_index,100.081000
27,2022-Q2,price_index,113.007000
28,2022-Q2,price_index,98.930000
12,2022-Q2,price_index,117.249000
25,2022-Q2,price_index,128.255000
14,2022-Q2,price_index,207.565000
29,2022-Q2,price_index,118.672000
30,2022-Q2,price_index,121.196000
31,2022-Q2,price_index,249.441000
32,2022-Q2,price_index,121.291000
33,2022-Q2,price_index,129.177000
15,2022-Q2,price_index,115.741000
16,2022-Q2,price_index,127.183000
17,2022-Q2,price_index,126.900000
18,2022-Q2,price_index,111.991000
19,2022-Q2,price_index,98.828000
20,2022-Q2,price_index,129.484000
21,2022-Q2,price_index,74.205000
22,2022-Q2,price_index,102.164000
23,2022-Q2,price_index,114.796000
24,2022-Q2,price_index,102.686000
13,2022-Q2,price_index,108.230000
34,2022-Q2,price_index,136.838000
36,2022-Q2,price_index,218.023000
37,2022-Q2,price_index,122.837000
35,2022-Q2,price_index,136.937000
38,2022-Q2,price_index,119.530000
41,2022-Q2,price_index,101.020000
42,2022-Q2,price_index,119.430000
43,2022-Q2,price_index,130.925000
44,2022-Q2,price_index,154.949000
45,2022-Q2,price_index,92.585000
46,2022-Q2,price_index,128.189000
47,2022-Q2,price_index,143.671000
40,2022-Q2,price_index,130.928000
48,2022-Q2,price_index,119.261000
39,2022-Q2,price_index,121.720000
49,2022-Q2,price_index,92.498000
50,2022-Q2,price_index,91.800000
51,2022-Q2,price_index,98.601000
52,2022-Q2,price_index,93.516000
53,2022-Q2,price_index,89.440000
55,2022-Q2,price_index,118.912000
56,2022-Q2,price_index,129.713000
57,2022-Q2,price_index,115.284000
58,2022-Q2,price_index,106.118000
59,2022-Q2,price_index,601.928000
60,2022-Q2,price_index,113.888000
61,2022-Q2,price_index,113.796000
64,2022-Q2,price_index,114.552000
66,2022-Q2,price_index,100.961000
67,2022-Q2,price_index,123.554000
69,2022-Q2,price_index,103.341000
68,2022-Q2,price_index,81.495000
70,2022-Q2,price_index,90.959000
71,2022-Q2,price_index,110.904000
72,2022-Q2,price_index,110.051000
73,2022-Q2,price_index,119.897000
74,2022-Q2,price_index,110.227000
75,2022-Q2,price_index,112.395000
76,2022-Q2,price_index,109.871000
77,2022-Q2,price_index,106.086000
78,2022-Q2,price_index,111.968000
79,2022-Q2,price_index,116.811000
80,2022-Q2,price_index,115.744000
81,2022-Q2,price_index,121.559000
82,2022-Q2,price_index,112.009000
83,2022-Q2,price_index,107.119000
84,2022-Q2,price_index,119.143000
85,2022-Q2,price_index,124.776000
86,2022-Q2,price_index,121.591000
87,2022-Q2,price_index,125.986000
88,2022-Q2,price_index,122.870000
54,2022-Q2,price_index,115.732000
1,2022-Q2,price_index,117.760000
65,2022-Q2,price_index,101.713000
2,2022-Q2,price_index,118.031000
3,2022-Q3,price_index,158.683000
4,2022-Q3,price_index,171.648000
5,2022-Q3,price_index,112.549000
6,2022-Q3,price_index,194.808000
7,2022-Q3,price_index,255.231000
8,2022-Q3,price_index,147.413000
9,2022-Q3,price_index,82.132000
10,2022-Q3,price_index,144.736000
11,2022-Q3,price_index,138.197000
26,2022-Q3,price_index,101.756000
27,2022-Q3,price_index,116.277000
28,2022-Q3,price_index,99.618000
12,2022-Q3,price_index,117.736000
25,2022-Q3,price_index,125.179000
14,2022-Q3,price_index,186.857000
29,2022-Q3,price_index,124.118000
30,2022-Q3,price_index,124.869000
31,2022-Q3,price_index,204.123000
32,2022-Q3,price_index,121.300000
33,2022-Q3,price_index,140.555000
15,2022-Q3,price_index,123.204000
16,2022-Q3,price_index,116.588000
17,2022-Q3,price_index,136.248000
18,2022-Q3,price_index,119.055000
19,2022-Q3,price_index,99.683000
20,2022-Q3,price_index,141.319000
21,2022-Q3,price_index,80.749000
22,2022-Q3,price_index,103.388000
23,2022-Q3,price_index,125.190000
24,2022-Q3,price_index,104.686000
13,2022-Q3,price_index,111.558000
34,2022-Q3,price_index,137.063000
36,2022-Q3,price_index,214.510000
37,2022-Q3,price_index,127.204000
35,2022-Q3,price_index,137.210000
38,2022-Q3,price_index,133.404000
41,2022-Q3,price_index,107.030000
42,2022-Q3,price_index,125.784000
43,2022-Q3,price_index,158.114000
44,2022-Q3,price_index,156.486000
45,2022-Q3,price_index,92.493000
46,2022-Q3,price_index,133.757000
47,2022-Q3,price_index,140.686000
40,2022-Q3,price_index,133.940000
48,2022-Q3,price_index,125.032000
39,2022-Q3,price_index,119.146000
49,2022-Q3,price_index,92.252000
50,2022-Q3,price_index,91.799000
51,2022-Q3,price_index,98.910000
52,2022-Q3,price_index,93.780000
53,2022-Q3,price_index,88.309000
55,2022-Q3,price_index,121.331000
56,2022-Q3,price_index,135.986000
57,2022-Q3,price_index,109.552000
58,2022-Q3,price_index,106.888000
59,2022-Q3,price_index,1696.727000
60,2022-Q3,price_index,115.486000
61,2022-Q3,price_index,115.447000
64,2022-Q3,price_index,115.610000
66,2022-Q3,price_index,101.564000
67,2022-Q3,price_index,125.082000
69,2022-Q3,price_index,103.736000
68,2022-Q3,price_index,82.073000
70,2022-Q3,price_index,91.124000
71,2022-Q3,price_index,112.147000
72,2022-Q3,price_index,110.826000
73,2022-Q3,price_index,126.430000
74,2022-Q3,price_index,111.431000
75,2022-Q3,price_index,113.560000
76,2022-Q3,price_index,111.081000
77,2022-Q3,price_index,106.289000
78,2022-Q3,price_index,113.681000
79,2022-Q3,price_index,119.878000
80,2022-Q3,price_index,118.969000
81,2022-Q3,price_index,124.144000
82,2022-Q3,price_index,113.861000
83,2022-Q3,price_index,107.464000
84,2022-Q3,price_index,123.244000
85,2022-Q3,price_index,127.629000
86,2022-Q3,price_index,121.467000
87,2022-Q3,price_index,129.999000
88,2022-Q3,price_index,126.937000
54,2022-Q3,price_index,117.621000
1,2022-Q3,price_index,119.042000
65,2022-Q3,price_index,102.391000
2,2022-Q3,price_index,119.340000
3,2022-Q4,price_index,160.536000
4,2022-Q4,price_index,173.917000
5,2022-Q4,price_index,113.780000
6,2022-Q4,price_index,152.005000
7,2022-Q4,price_index,177.717000
8,2022-Q4,price_index,149.786000
9,2022-Q4,price_index,80.736000
10,2022-Q4,price_index,138.925000
11,2022-Q4,price_index,144.718000
26,2022-Q4,price_index,102.612000
27,2022-Q4,price_index,118.098000
28,2022-Q4,price_index,100.463000
12,2022-Q4,price_index,120.610000
25,2022-Q4,price_index,128.236000
14,2022-Q4,price_index,174.489000
29,2022-Q4,price_index,131.346000
30,2022-Q4,price_index,128.710000
31,2022-Q4,price_index,224.095000
32,2022-Q4,price_index,120.539000
33,2022-Q4,price_index,148.588000
15,2022-Q4,price_index,130.727000
16,2022-Q4,price_index,102.144000
17,2022-Q4,price_index,144.678000
18,2022-Q4,price_index,126.024000
19,2022-Q4,price_index,100.352000
20,2022-Q4,price_index,148.306000
21,2022-Q4,price_index,86.447000
22,2022-Q4,price_index,104.921000
23,2022-Q4,price_index,134.628000
24,2022-Q4,price_index,107.412000
13,2022-Q4,price_index,114.287000
34,2022-Q4,price_index,137.737000
36,2022-Q4,price_index,200.349000
37,2022-Q4,price_index,136.579000
35,2022-Q4,price_index,136.663000
38,2022-Q4,price_index,130.820000
41,2022-Q4,price_index,106.385000
42,2022-Q4,price_index,127.558000
43,2022-Q4,price_index,166.554000
44,2022-Q4,price_index,155.186000
45,2022-Q4,price_index,93.848000
46,2022-Q4,price_index,136.691000
47,2022-Q4,price_index,135.595000
40,2022-Q4,price_index,133.634000
48,2022-Q4,price_index,131.129000
39,2022-Q4,price_index,119.915000
49,2022-Q4,price_index,92.449000
50,2022-Q4,price_index,90.009000
51,2022-Q4,price_index,100.572000
52,2022-Q4,price_index,95.085000
53,2022-Q4,price_index,88.689000
55,2022-Q4,price_index,123.908000
56,2022-Q4,price_index,140.050000
57,2022-Q4,price_index,109.206000
58,2022-Q4,price_index,108.771000
59,2022-Q4,price_index,2528.873000
60,2022-Q4,price_index,117.734000
61,2022-Q4,price_index,117.777000
64,2022-Q4,price_index,117.017000
66,2022-Q4,price_index,101.976000
67,2022-Q4,price_index,126.999000
69,2022-Q4,price_index,104.405000
68,2022-Q4,price_index,81.187000
70,2022-Q4,price_index,90.340000
71,2022-Q4,price_index,113.503000
72,2022-Q4,price_index,111.872000
73,2022-Q4,price_index,131.422000
74,2022-Q4,price_index,113.022000
75,2022-Q4,price_index,115.007000
76,2022-Q4,price_index,112.694000
77,2022-Q4,price_index,107.238000
78,2022-Q4,price_index,115.702000
79,2022-Q4,price_index,122.363000
80,2022-Q4,price_index,122.055000
81,2022-Q4,price_index,128.786000
82,2022-Q4,price_index,115.391000
83,2022-Q4,price_index,108.352000
84,2022-Q4,price_index,125.772000
85,2022-Q4,price_index,133.442000
86,2022-Q4,price_index,127.379000
87,2022-Q4,price_index,135.755000
88,2022-Q4,price_index,132.175000
54,2022-Q4,price_index,119.983000
1,2022-Q4,price_index,120.175000
65,2022-Q4,price_index,102.825000
2,2022-Q4,price_index,120.398000
3,2023-Q1,price_index,150.021000
4,2023-Q1,price_index,160.686000
5,2023-Q1,price_index,115.192000
6,2023-Q1,price_index,128.644000
7,2023-Q1,price_index,133.902000
8,2023-Q1,price_index,153.730000
9,2023-Q1,price_index,85.702000
10,2023-Q1,price_index,138.632000
11,2023-Q1,price_index,146.196000
26,2023-Q1,price_index,112.963000
27,2023-Q1,price_index,119.338000
28,2023-Q1,price_index,101.748000
12,2023-Q1,price_index,123.256000
25,2023-Q1,price_index,132.110000
14,2023-Q1,price_index,164.901000
29,2023-Q1,price_index,134.225000
30,2023-Q1,price_index,135.663000
31,2023-Q1,price_index,227.205000
32,2023-Q1,price_index,120.628000
33,2023-Q1,price_index,149.755000
15,2023-Q1,price_index,139.204000
16,2023-Q1,price_index,92.858000
17,2023-Q1,price_index,147.512000
18,2023-Q1,price_index,131.576000
19,2023-Q1,price_index,101.308000
20,2023-Q1,price_index,152.178000
21,2023-Q1,price_index,89.679000
22,2023-Q1,price_index,105.999000
23,2023-Q1,price_index,138.910000
24,2023-Q1,price_index,110.106000
13,2023-Q1,price_index,115.957000
34,2023-Q1,price_index,139.158000
36,2023-Q1,price_index,178.149000
37,2023-Q1,price_index,140.318000
35,2023-Q1,price_index,135.031000
38,2023-Q1,price_index,133.557000
41,2023-Q1,price_index,109.072000
42,2023-Q1,price_index,130.709000
43,2023-Q1,price_index,153.589000
44,2023-Q1,price_index,153.896000
45,2023-Q1,price_index,93.350000
46,2023-Q1,price_index,137.916000
47,2023-Q1,price_index,131.988000
40,2023-Q1,price_index,134.704000
48,2023-Q1,price_index,145.851000
39,2023-Q1,price_index,121.242000
49,2023-Q1,price_index,92.391000
50,2023-Q1,price_index,92.106000
51,2023-Q1,price_index,97.790000
52,2023-Q1,price_index,94.778000
53,2023-Q1,price_index,87.705000
55,2023-Q1,price_index,125.739000
56,2023-Q1,price_index,140.466000
57,2023-Q1,price_index,112.335000
58,2023-Q1,price_index,111.954000
59,2023-Q1,price_index,1959.536000
60,2023-Q1,price_index,119.938000
61,2023-Q1,price_index,119.941000
64,2023-Q1,price_index,119.584000
66,2023-Q1,price_index,103.466000
67,2023-Q1,price_index,128.705000
69,2023-Q1,price_index,105.766000
68,2023-Q1,price_index,82.783000
70,2023-Q1,price_index,91.969000
71,2023-Q1,price_index,115.975000
72,2023-Q1,price_index,113.926000
73,2023-Q1,price_index,138.875000
74,2023-Q1,price_index,114.106000
75,2023-Q1,price_index,116.458000
76,2023-Q1,price_index,113.721000
77,2023-Q1,price_index,107.184000
78,2023-Q1,price_index,117.685000
79,2023-Q1,price_index,125.058000
80,2023-Q1,price_index,124.385000
81,2023-Q1,price_index,131.978000
82,2023-Q1,price_index,120.123000
83,2023-Q1,price_index,112.430000
84,2023-Q1,price_index,131.541000
85,2023-Q1,price_index,136.030000
86,2023-Q1,price_index,124.922000
87,2023-Q1,price_index,140.398000
88,2023-Q1,price_index,136.346000
54,2023-Q1,price_index,122.057000
1,2023-Q1,price_index,121.291000
65,2023-Q1,price_index,104.560000
2,2023-Q1,price_index,121.417000
3,2023-Q2,price_index,141.528000
4,2023-Q2,price_index,149.280000
5,2023-Q2,price_index,115.711000
6,2023-Q2,price_index,107.860000
7,2023-Q2,price_index,101.660000
8,2023-Q2,price_index,150.522000
9,2023-Q2,price_index,83.531000
10,2023-Q2,price_index,125.905000
11,2023-Q2,price_index,147.222000
26,2023-Q2,price_index,117.155000
27,2023-Q2,price_index,120.231000
28,2023-Q2,price_index,102.247000
12,2023-Q2,price_index,122.224000
25,2023-Q2,price_index,127.865000
14,2023-Q2,price_index,162.112000
29,2023-Q2,price_index,133.199000
30,2023-Q2,price_index,137.184000
31,2023-Q2,price_index,170.699000
32,2023-Q2,price_index,121.729000
33,2023-Q2,price_index,149.469000
15,2023-Q2,price_index,144.815000
16,2023-Q2,price_index,103.374000
17,2023-Q2,price_index,150.387000
18,2023-Q2,price_index,133.641000
19,2023-Q2,price_index,101.479000
20,2023-Q2,price_index,152.994000
21,2023-Q2,price_index,88.630000
22,2023-Q2,price_index,107.052000
23,2023-Q2,price_index,141.618000
24,2023-Q2,price_index,111.233000
13,2023-Q2,price_index,117.491000
34,2023-Q2,price_index,141.921000
36,2023-Q2,price_index,167.063000
37,2023-Q2,price_index,144.218000
35,2023-Q2,price_index,135.602000
38,2023-Q2,price_index,141.082000
41,2023-Q2,price_index,112.987000
42,2023-Q2,price_index,128.486000
43,2023-Q2,price_index,150.912000
44,2023-Q2,price_index,151.073000
45,2023-Q2,price_index,93.464000
46,2023-Q2,price_index,136.950000
47,2023-Q2,price_index,126.191000
40,2023-Q2,price_index,133.097000
48,2023-Q2,price_index,144.251000
39,2023-Q2,price_index,122.924000
49,2023-Q2,price_index,92.626000
50,2023-Q2,price_index,92.010000
51,2023-Q2,price_index,98.711000
52,2023-Q2,price_index,95.075000
53,2023-Q2,price_index,88.032000
55,2023-Q2,price_index,127.568000
56,2023-Q2,price_index,143.167000
57,2023-Q2,price_index,114.534000
58,2023-Q2,price_index,112.893000
59,2023-Q2,price_index,1744.301000
60,2023-Q2,price_index,121.880000
61,2023-Q2,price_index,122.068000
64,2023-Q2,price_index,119.730000
66,2023-Q2,price_index,104.258000
67,2023-Q2,price_index,130.299000
69,2023-Q2,price_index,107.171000
68,2023-Q2,price_index,81.862000
70,2023-Q2,price_index,93.879000
71,2023-Q2,price_index,118.668000
72,2023-Q2,price_index,116.272000
73,2023-Q2,price_index,145.735000
74,2023-Q2,price_index,115.766000
75,2023-Q2,price_index,117.923000
76,2023-Q2,price_index,115.411000
77,2023-Q2,price_index,108.328000
78,2023-Q2,price_index,120.049000
79,2023-Q2,price_index,127.088000
80,2023-Q2,price_index,126.629000
81,2023-Q2,price_index,136.000000
82,2023-Q2,price_index,122.156000
83,2023-Q2,price_index,113.615000
84,2023-Q2,price_index,134.945000
85,2023-Q2,price_index,140.801000
86,2023-Q2,price_index,129.020000
87,2023-Q2,price_index,145.427000
88,2023-Q2,price_index,140.941000
54,2023-Q2,price_index,123.961000
1,2023-Q2,price_index,121.933000
65,2023-Q2,price_index,105.951000
2,2023-Q2,price_index,121.963000
3,2023-Q3,price_index,136.214000
4,2023-Q3,price_index,142.243000
5,2023-Q3,price_index,116.450000
6,2023-Q3,price_index,114.016000
7,2023-Q3,price_index,114.138000
8,2023-Q3,price_index,145.847000
9,2023-Q3,price_index,78.520000
10,2023-Q3,price_index,137.806000
11,2023-Q3,price_index,146.974000
26,2023-Q3,price_index,118.145000
27,2023-Q3,price_index,122.586000
28,2023-Q3,price_index,104.913000
12,2023-Q3,price_index,123.432000
25,2023-Q3,price_index,128.724000
14,2023-Q3,price_index,163.960000
29,2023-Q3,price_index,128.619000
30,2023-Q3,price_index,137.638000
31,2023-Q3,price_index,189.184000
32,2023-Q3,price_index,117.835000
33,2023-Q3,price_index,152.263000
15,2023-Q3,price_index,146.816000
16,2023-Q3,price_index,97.714000
17,2023-Q3,price_index,155.205000
18,2023-Q3,price_index,136.874000
19,2023-Q3,price_index,102.351000
20,2023-Q3,price_index,157.357000
21,2023-Q3,price_index,90.136000
22,2023-Q3,price_index,108.393000
23,2023-Q3,price_index,141.507000
24,2023-Q3,price_index,112.777000
13,2023-Q3,price_index,118.993000
34,2023-Q3,price_index,144.351000
36,2023-Q3,price_index,157.873000
37,2023-Q3,price_index,145.127000
35,2023-Q3,price_index,133.077000
38,2023-Q3,price_index,136.046000
41,2023-Q3,price_index,107.631000
42,2023-Q3,price_index,127.568000
43,2023-Q3,price_index,171.552000
44,2023-Q3,price_index,148.063000
45,2023-Q3,price_index,96.230000
46,2023-Q3,price_index,142.167000
47,2023-Q3,price_index,123.029000
40,2023-Q3,price_index,131.237000
48,2023-Q3,price_index,143.013000
39,2023-Q3,price_index,122.134000
49,2023-Q3,price_index,91.916000
50,2023-Q3,price_index,92.642000
51,2023-Q3,price_index,98.229000
52,2023-Q3,price_index,93.867000
53,2023-Q3,price_index,86.687000
55,2023-Q3,price_index,128.110000
56,2023-Q3,price_index,141.406000
57,2023-Q3,price_index,120.979000
58,2023-Q3,price_index,113.809000
59,2023-Q3,price_index,1337.121000
60,2023-Q3,price_index,123.514000
61,2023-Q3,price_index,123.944000
64,2023-Q3,price_index,119.075000
66,2023-Q3,price_index,104.918000
67,2023-Q3,price_index,132.847000
69,2023-Q3,price_index,108.200000
68,2023-Q3,price_index,80.862000
70,2023-Q3,price_index,94.518000
71,2023-Q3,price_index,120.230000
72,2023-Q3,price_index,117.634000
73,2023-Q3,price_index,149.717000
74,2023-Q3,price_index,116.690000
75,2023-Q3,price_index,118.638000
76,2023-Q3,price_index,116.367000
77,2023-Q3,price_index,108.751000
78,2023-Q3,price_index,121.360000
79,2023-Q3,price_index,129.254000
80,2023-Q3,price_index,128.329000
81,2023-Q3,price_index,137.159000
82,2023-Q3,price_index,122.930000
83,2023-Q3,price_index,114.701000
84,2023-Q3,price_index,135.212000
85,2023-Q3,price_index,142.099000
86,2023-Q3,price_index,129.954000
87,2023-Q3,price_index,146.868000
88,2023-Q3,price_index,144.828000
54,2023-Q3,price_index,125.221000
1,2023-Q3,price_index,122.923000
65,2023-Q3,price_index,106.805000
2,2023-Q3,price_index,122.859000
3,2023-Q4,price_index,126.992000
4,2023-Q4,price_index,130.352000
5,2023-Q4,price_index,116.316000
6,2023-Q4,price_index,116.298000
7,2023-Q4,price_index,113.141000
8,2023-Q4,price_index,152.203000
9,2023-Q4,price_index,87.528000
10,2023-Q4,price_index,127.260000
11,2023-Q4,price_index,148.987000
26,2023-Q4,price_index,122.652000
27,2023-Q4,price_index,121.893000
28,2023-Q4,price_index,105.436000
12,2023-Q4,price_index,122.609000
25,2023-Q4,price_index,126.013000
14,2023-Q4,price_index,156.700000
29,2023-Q4,price_index,128.804000
30,2023-Q4,price_index,139.717000
31,2023-Q4,price_index,159.173000
32,2023-Q4,price_index,117.282000
33,2023-Q4,price_index,151.886000
15,2023-Q4,price_index,150.039000
16,2023-Q4,price_index,90.762000
17,2023-Q4,price_index,157.850000
18,2023-Q4,price_index,138.921000
19,2023-Q4,price_index,102.814000
20,2023-Q4,price_index,158.427000
21,2023-Q4,price_index,92.196000
22,2023-Q4,price_index,110.441000
23,2023-Q4,price_index,142.445000
24,2023-Q4,price_index,113.808000
13,2023-Q4,price_index,119.752000
34,2023-Q4,price_index,145.943000
36,2023-Q4,price_index,142.343000
37,2023-Q4,price_index,147.137000
35,2023-Q4,price_index,130.901000
38,2023-Q4,price_index,132.757000
41,2023-Q4,price_index,105.614000
42,2023-Q4,price_index,131.336000
43,2023-Q4,price_index,145.153000
44,2023-Q4,price_index,148.940000
45,2023-Q4,price_index,95.519000
46,2023-Q4,price_index,141.028000
47,2023-Q4,price_index,128.743000
40,2023-Q4,price_index,131.961000
48,2023-Q4,price_index,143.804000
39,2023-Q4,price_index,123.463000
49,2023-Q4,price_index,92.077000
50,2023-Q4,price_index,92.478000
51,2023-Q4,price_index,97.248000
52,2023-Q4,price_index,93.755000
53,2023-Q4,price_index,87.596000
55,2023-Q4,price_index,129.545000
56,2023-Q4,price_index,144.231000
57,2023-Q4,price_index,113.998000
58,2023-Q4,price_index,116.155000
59,2023-Q4,price_index,2127.551000
60,2023-Q4,price_index,125.078000
61,2023-Q4,price_index,125.608000
64,2023-Q4,price_index,119.699000
66,2023-Q4,price_index,105.669000
67,2023-Q4,price_index,135.267000
69,2023-Q4,price_index,109.147000
68,2023-Q4,price_index,80.440000
70,2023-Q4,price_index,94.401000
71,2023-Q4,price_index,120.967000
72,2023-Q4,price_index,118.250000
73,2023-Q4,price_index,151.932000
74,2023-Q4,price_index,117.727000
75,2023-Q4,price_index,119.421000
76,2023-Q4,price_index,117.442000
77,2023-Q4,price_index,109.142000
78,2023-Q4,price_index,123.204000
79,2023-Q4,price_index,131.137000
80,2023-Q4,price_index,130.051000
81,2023-Q4,price_index,139.910000
82,2023-Q4,price_index,127.572000
83,2023-Q4,price_index,120.044000
84,2023-Q4,price_index,138.698000
85,2023-Q4,price_index,144.129000
86,2023-Q4,price_index,129.181000
87,2023-Q4,price_index,150.065000
88,2023-Q4,price_index,146.410000
54,2023-Q4,price_index,126.744000
1,2023-Q4,price_index,123.409000
65,2023-Q4,price_index,107.416000
2,2023-Q4,price_index,123.315000
3,2024-Q1,price_index,127.637000
4,2024-Q1,price_index,130.726000
5,2024-Q1,price_index,115.614000
6,2024-Q1,price_index,112.303000
7,2024-Q1,price_index,108.156000
8,2024-Q1,price_index,155.760000
9,2024-Q1,price_index,82.382000
10,2024-Q1,price_index,129.882000
11,2024-Q1,price_index,149.187000
26,2024-Q1,price_index,124.001000
27,2024-Q1,price_index,122.908000
28,2024-Q1,price_index,107.499000
12,2024-Q1,price_index,123.233000
25,2024-Q1,price_index,125.908000
14,2024-Q1,price_index,159.184000
29,2024-Q1,price_index,128.103000
30,2024-Q1,price_index,143.169000
31,2024-Q1,price_index,157.139000
32,2024-Q1,price_index,116.275000
33,2024-Q1,price_index,152.865000
15,2024-Q1,price_index,154.883000
16,2024-Q1,price_index,95.688000
17,2024-Q1,price_index,158.880000
18,2024-Q1,price_index,141.154000
19,2024-Q1,price_index,103.732000
20,2024-Q1,price_index,158.581000
21,2024-Q1,price_index,91.141000
22,2024-Q1,price_index,110.772000
23,2024-Q1,price_index,143.677000
24,2024-Q1,price_index,115.637000
13,2024-Q1,price_index,120.994000
34,2024-Q1,price_index,147.172000
36,2024-Q1,price_index,117.805000
37,2024-Q1,price_index,149.954000
35,2024-Q1,price_index,126.533000
38,2024-Q1,price_index,135.303000
41,2024-Q1,price_index,108.236000
42,2024-Q1,price_index,131.815000
43,2024-Q1,price_index,150.214000
44,2024-Q1,price_index,143.831000
45,2024-Q1,price_index,91.241000
46,2024-Q1,price_index,139.680000
47,2024-Q1,price_index,136.117000
40,2024-Q1,price_index,133.106000
48,2024-Q1,price_index,148.714000
39,2024-Q1,price_index,123.422000
49,2024-Q1,price_index,92.761000
50,2024-Q1,price_index,93.257000
51,2024-Q1,price_index,101.750000
52,2024-Q1,price_index,94.599000
53,2024-Q1,price_index,87.257000
55,2024-Q1,price_index,133.516000
56,2024-Q1,price_index,148.030000
57,2024-Q1,price_index,119.764000
58,2024-Q1,price_index,118.869000
59,2024-Q1,price_index,2516.849000
60,2024-Q1,price_index,126.776000
61,2024-Q1,price_index,127.428000
64,2024-Q1,price_index,120.253000
66,2024-Q1,price_index,106.317000
67,2024-Q1,price_index,138.360000
69,2024-Q1,price_index,110.053000
68,2024-Q1,price_index,79.496000
70,2024-Q1,price_index,94.406000
71,2024-Q1,price_index,122.834000
72,2024-Q1,price_index,120.322000
73,2024-Q1,price_index,151.280000
74,2024-Q1,price_index,119.007000
75,2024-Q1,price_index,120.443000
76,2024-Q1,price_index,118.760000
77,2024-Q1,price_index,110.141000
78,2024-Q1,price_index,124.823000
79,2024-Q1,price_index,132.530000
80,2024-Q1,price_index,132.115000
81,2024-Q1,price_index,141.662000
82,2024-Q1,price_index,130.395000
83,2024-Q1,price_index,124.204000
84,2024-Q1,price_index,139.418000
85,2024-Q1,price_index,145.472000
86,2024-Q1,price_index,128.532000
87,2024-Q1,price_index,152.266000
88,2024-Q1,price_index,149.377000
54,2024-Q1,price_index,129.223000
1,2024-Q1,price_index,124.366000
65,2024-Q1,price_index,108.221000
2,2024-Q1,price_index,124.206000
3,2024-Q2,price_index,124.412000
4,2024-Q2,price_index,127.479000
5,2024-Q2,price_index,114.505000
6,2024-Q2,price_index,115.388000
7,2024-Q2,price_index,110.779000
8,2024-Q2,price_index,159.966000
9,2024-Q2,price_index,85.758000
10,2024-Q2,price_index,129.923000
11,2024-Q2,price_index,149.417000
26,2024-Q2,price_index,121.978000
27,2024-Q2,price_index,121.927000
28,2024-Q2,price_index,108.112000
12,2024-Q2,price_index,121.767000
25,2024-Q2,price_index,122.774000
14,2024-Q2,price_index,161.983000
29,2024-Q2,price_index,129.769000
30,2024-Q2,price_index,143.666000
31,2024-Q2,price_index,134.067000
32,2024-Q2,price_index,116.602000
33,2024-Q2,price_index,154.465000
15,2024-Q2,price_index,155.782000
16,2024-Q2,price_index,85.075000
17,2024-Q2,price_index,160.193000
18,2024-Q2,price_index,143.590000
19,2024-Q2,price_index,104.064000
20,2024-Q2,price_index,159.146000
21,2024-Q2,price_index,90.554000
22,2024-Q2,price_index,111.218000
23,2024-Q2,price_index,145.149000
24,2024-Q2,price_index,116.806000
13,2024-Q2,price_index,120.979000
34,2024-Q2,price_index,147.609000
36,2024-Q2,price_index,111.380000
37,2024-Q2,price_index,151.684000
35,2024-Q2,price_index,126.882000
38,2024-Q2,price_index,140.060000
41,2024-Q2,price_index,106.986000
42,2024-Q2,price_index,132.180000
43,2024-Q2,price_index,154.604000
44,2024-Q2,price_index,144.766000
45,2024-Q2,price_index,93.548000
46,2024-Q2,price_index,140.580000
47,2024-Q2,price_index,140.379000
40,2024-Q2,price_index,135.091000
48,2024-Q2,price_index,154.694000
39,2024-Q2,price_index,125.337000
